文本;群体情绪;时间
最高检对珠海驾车冲撞行人案表态检察日报正义网特别强调了要加强司法公正和司法监督。这次撞人案就在法院对面的体育场，那肯定是法院职工和家属的聚集地。这原因就不用说了。;0.01665329403315607;2024-11-15 10:27:48
本人刚经历了离婚诉讼发现，现在的离婚诉讼，法官真的是已经偏袒女方都偏袒到胳肢窝了！女法官都直言:你再诉求要求分割女方名下的婚内共同财产，我就敢判你败诉！（但是对于女方要分割男方名下财产时，全部被支持）公平？呵呵！;0.0718456929562041;2024-11-15 06:54:04
怎么看待，于事无补。重要的是会不会推动司法改革，公平公正、以避免类似的事件发生。司法改革，是推动婚姻法，还是提高交通肇事量刑？    1，当年北京李大山，也是因为对离婚后的财产分割不满，才和有类似遭遇的张某，联合起来用自制枪，杀害了法官马女士。  毕竟李大山妻子出轨在先，并挥霍了李大山的血汗钱。可是法官马女士，基于出轨女无收入且是“弱势”方，判决李大山净身出户，把李大山当初用60万拆迁款建立、现在价值200万的房子也判给了没有投入一分钱的出轨女。李大山一再上诉，均维持原判，才引发了李大山的极度不满，最后采取了极端行为。2，某年，丈夫发现妻子出轨，并且捉奸在床，奸夫为了息事宁人，经过调解协商，给了丈夫一笔赔偿款。  事后丈夫起诉，要求妻子净身出户。结果妻子联合奸夫反诉丈夫“敲诈勒索”，结果罪名成立，理由就是“出轨虽然不道德，但是无须赔偿”，于是丈夫锒铛入狱，妻子携手奸夫，欢天喜地把家还。  这位珠海62岁老汉的离婚官司判决会不会公布出来？ 会不会推动离婚官司、财产分割的公平公正化？ 3，杭州市公安局交通警察支队11月12日晚通报：11月11日18时11分许，杭州市上城区大农港路丁兰路口发生一起交通事故。一辆小型客车与在路口等候的多辆机动车及非机动车、行人发生碰撞。接报警后，公安交警部门立即赶赴现场处置，5名伤者第一时间被送往医院救治，其中1人伤势较重，经医院抢救无效死亡。其余4名伤者生命体征平稳，无生命危险。事故发生后，肇事驾驶人黄某某(男、64岁)立即被公安机关控制。经调查，排除黄某某酒驾、毒驾嫌疑，初步查明系黄某某因停车时操作不当，误将油门当刹车踩而导致事故发生。目前，事故正在进一步处置中。4，江西景德镇飙车灭门事件，肇事者造成了一家三口惨死，对双方老人是断子绝孙的灭门惨祸。可是肇事者在和朋友咨询过，交通肇事量刑实在非常低，面对血迹斑斑的现场，淡定的抽起了烟。  虽然事后以危害公共安全被批捕，但谁能保证肇事者是死刑？  这次珠海体育中心撞人事件，会提高交通肇事的量刑吗？;0.0029653815438653304;2024-11-14 09:32:33
最近，本该是珠海喜迎航展的高光时刻。但一场蓄意而为的罪恶，将独属珠海的美好氛围一举击碎。11月11日，事发当天，珠海发生恶性案件的消息，已有只言片语信息，传播在互联网平台。事发一天后的11月12日，随着警情通报公布，11·11珠海驾车冲撞行人案以极其惨烈的“35死43伤”，震惊世人。而同样令人心惊的是，如此触目惊心的血淋淋数字，仅仅出自一个反社会恶魔之手。听闻事件的惨烈情况之后，震惊之余，是五味杂陈。有联想到，现代社会对待罪大恶极之人太过文明了，对于犯下如此大恶之人，判处枪决也未免太过便宜。还联想到，如此恶向胆边生之人，大概在作案前也曾打定主意不想活了，人心隔肚皮，对于这种突发性的报复社会行为，难道我们真得防不胜防？又联想到，此类恶性案件近年并非罕事，此类事件之间，是否存在某种共性？根据警情通报，警方已初步查明，案件系犯罪嫌疑人樊某对其离婚后财产分割结果不满而引发。随着事件受到广泛关注，对于樊某的过往经历，网络上很快便涌现出不少真假难辨的“爆料”。而与此同时，也有些人不甘寂寞，角度奇葩地将事件，解读为男女性别对立酿成的恶果。这就纯属屁股坐歪了，三观都不太正，日常搞男女对立搞习惯了，遇上个沾边的事情，不仔细审题，就开始乱套模板。这次的事件里，樊某与前妻发生了纠纷，但其犯罪的目标对象，却选择了与其远日无冤近日无仇甚至素不相识的普通民众身上，这显然与男女性别对立的关联度不高。否则，按一般逻辑，被樊某伤害的人员名单，应该以其前妻为中心展开。放眼一般人，即便自认遭受了天大冤屈，决心铤而走险，犯罪也大都局限在冤有头债有主范围，这是人性未泯。能做出无差别伤人这种非常之举，显然樊某其人绝非良善之辈，是非善恶观念极度扭曲。这类人之于社会，就像癌细胞之于人体，属于防不胜防的必然存在。他本性如此，尚未发作不过时机未到。所以，我们完全没有任何理由，也没有任何必要，将同情心泛滥在一个沾满无辜人血污的恶魔身上，来尝试为樊某的行为开脱。关于如何遏止类似报复社会恶性案件的发生，本人有以下看法：第一，能否建立重点关注人员名单？显然事后判处犯罪嫌疑人极刑，能够起到的震慑力已经有限。因为此类嫌疑人在犯案前，应该已做好必死的心理准备，正是认定了自己烂命一条，所以才要拉更多无辜人下水。冰冻三尺非一日之寒，能犯下极端事件之人，必然日常已有极端之举，有关部门能否建立通过一些代表性指标，筛选出需要重点关注的潜在极端分子，重点监控，同时对于屡屡暴露危害公众安全苗头的人，予以从严从重的打击。第二，需要重新认识心理健康的重要性。我们的社会上，长期忽视甚至污名化心理辅导，当然心理辅导也确实是个价格高昂令人望而却步的服务项目。总之，心理辅导在中国的大地上是相对缺位的，其成长空间还极为广阔——比如，能否通过以心理辅导的方式，重建一个人对生命的积极态度；又比如，能否通过强制性、普惠性的心理辅导，将罪恶扼杀在萌芽之时？罪恶，绝不会消失。不应该忽视的是，每一场罪恶的发生，除了带给社会愤怒与悲伤，也是在以惨痛代价，暴露社会上的一些不足之处，警示世人要“亡羊补牢，为时未晚”。罪恶的发生，可能也会是一次契机，推动社会体系的健全完善。;0.0;2024-11-15 02:47:59
没意义的。哪怕你今天给他整一个高科技酷刑，割肉一百天，边割肉边长肉，然后声带还给他保养的特别好，保证哀嚎全城都能听到，有啥用呢？下一个提前把农药喝好不就完了么，或者直接车上浇汽油，撞完人直接点火。这年头想活不好办，想死还不好办么。难道你还能让他死而复生，然后再割上一百天？刑罚的基础是想活，对生活有希望，日子有盼头。本来就想死，那真的是无所谓的，反正我先死为敬，你爱咋着咋着，大不了碎尸万段呗，不碍事。;0.011102495584076631;2024-11-15 10:13:11
最高检对珠海驾车冲撞行人案表态：要从重从严追究刑事责任最高检最新的表态，非常耐人寻味。一方面，要求从中从严追责嫌疑人。另一方面，要深刻汲取教训、举一反三、迅速行动，扎实开展涉检信访和矛盾纠纷大起底大排查，加强风险隐患源头防控。此外，此前珠海警方发布的警情通告，也让人捉摸不透。在第一稿中，明确指出嫌疑人是因为婚姻纠纷，导致产生了报复社会的作案动机；但是第二稿则删除了相关描述。如果说第二稿删除，是怕有人跟风效仿，那第一稿为什么要这样写呢？目前看来，究竟是什么导致了这起悲剧，还有待进一步的信息披露。不过，我本人心理有一丝隐隐的不安……;0.0;2024-11-15 11:05:12
警方通报里说了，是因为离婚，对财产分割不满。而且在被警方抓获之前，在车里有自残行为（用刀抹脖子，实际应该是想自杀）。;0.025879400426349012;2024-11-15 13:26:37
哈哈哈因为我没有顺着某些人的阴湿想法一起谴责中国的司法系统，没和他们一起“反思”，我就成“境外势力”了。看来在你们眼中这“境外势力”还挺爱中国的啊？比某些“中国人”还维护中国政府呢对了，在某些人眼中，遇到交通事故只要“往道路两侧散开”就不会被撞了。可能在他们眼里人的反应和移动速度比油门到底的路虎更快吧。———————————————————评论区里有些人说什么弱者不会有时间和精力参加暴走团，还说暴走团都是流氓，死不足惜。1.真正的弱者才没有时间精力参加暴走团？我不知道你心目中的弱者形象是什么样的。非得身体残缺，目光呆滞，满心忧郁的人才是弱者？弱者就不能够为自己的身体健康着想？年轻人工作忙，没时间也就算了，退休的老人为什么不能够在自己的空闲时间里参与一下团体活动？珠海是个相对富裕的城市。你们可以自行搜索珠海的人均收入。在这里即使是“弱者”，大多也有时间和精力参加暴走团这种不花钱的活动。你说团费？那是穿制服的团员交的，后面跟着走的老头老太是不花钱的。同样不花钱，退休的老头老太出来走路，和在家看电视，出门打麻将，有什么“阶级”区别？怎么就区分了强者弱者？2.暴走团扰民，被撞死是被报复了？请不要拿你们印象中一贯的所谓暴走团来代入珠海。体育中心的暴走团的活动范围是在园区中心的 环绕足球场和田径场的水泥路上，被一次撞倒这么多人，是因为“周围太空旷，路虎开上来的时候根本没地方躲”，而不是“音乐声开太大，前面被撞，后面没听见”。先不说暴走团活动的位置是在体育中心的中央，体育中心四周还被流量巨大的马路环绕着，东西南北4个方向分别是市公安局，商业区，主干道，唯一朝向居民区的那一边，还有一块丘陵挡着，暴走团的活动时间也是10点前就会结束，怎么就扰民了呢？你问我为什么知道的这么清楚？因为我以前在田径场上集训的时每天都能看到他们走路，我不了解真实情况，难道没去过珠海体育中心的人就了解了？3.周围房价3万一平，所以被撞的都是富人，死不足惜？首先，在体育中心活动的中老年人大多是很早以前就住在珠海了，而那时候珠海的房价没那么夸张，房价上涨是港珠澳大桥建成后的副作用。隧道北某3.8w一平的小区在08年只卖2-3k。更早一些时候，在珠海只有“一个十字路口，一个红绿灯，一个交警”的时候房价更是亲民。你觉得这些老头老太是在什么时候买下的房子？那时候的他们算不算某些人口中的富人？某些幸灾乐祸的人你就省省吧。你现在只不过代入的是撞人者的视角而已。你要是真有他这样的决心，那我建议你尽快。别还没开展你自己的宏图伟业就被另外一个你口中的“无敌人”先把你人头拿了。--------------------------------------这是警情通告，评论区里瞎猜的可以消停一下了。-------------------------------------我是珠海本地人，家离体育中心不远。体育中心这整个地方基本都是禁车的。泳池那边的停车场区域和事发的步行区中间有铁栅栏挡着，不刻意冲卡是过不去的。步行区在体育中心内部，有好几个暴走团常驻锻炼，并不扰民。并不是先前网传的所谓“暴走团占用马路遭人报复”我在家的时候，晚上很喜欢去体育中心散步。夜晚的步行区是一个很热闹的地方。靠近大门那边是几个广场舞团，足球场外面的水泥路上有两三个暴走团拉练，球场内的跑道上是慢跑和热身的人群，场地上还有几个学校或社会球队常驻训练。事发之后，通报之前，一群天南海北各种IP的人对着“暴走团”冷嘲热讽，坚信“暴走扰民”才“导致报复”；通告发后一群人嘻嘻哈哈，含沙射影表达男女对立/反正府思想，没几个人在意倒在地上的那42人。我能从这次事件中学到什么呢？1.我们与恶的距离是如此之短，短到一个会开车的62岁老人能在一个平凡的日子里顷刻间夺走35条人命。2.弱者抽刀向更弱者3.“预设立场”的发言感染力非常强，而平台推送机制聚集立场相同立场的个体的速率非常快4.没人真的在意不是自己身边发生的社会事件。;0.4913800269015996;2024-11-15 09:37:28
肇事者名叫樊weiqiu，辽宁锦州人，车子是北京产的BJ40 先锋SUV，11月10日购买，其妻可能在珠海体育场内经常健走锻炼。这个体育场旁边就是珠海中级人民法院。体育场周边有相关系统的家属区。还有一些未经证实的消息，就不说了，总之和这个体育场的健走团有关，也和离婚判决有关。我在《广东珠海再通报体育中心撞人事件，如何看待此事？》的回答，已被屏蔽。这事不能深究，只能往恐袭上引导。;0.0;2024-11-15 11:05:44
现在一出事，真的是太多人出来带节奏了。有说经济的：经济下行百姓生活艰难的婚姻：赌博欠债假离婚被妻子抛弃的性别：男女对立，法官多是女性判决不公司法不公：上诉无门，报复法院法官家属，一般还有加上句冤有头债有主，出门右转是ZF？言论压制：民主自由缺席，文明世界的沦陷区，似乎需要等待被解放的人民。社会冷漠：金钱至上，人情冷漠，不关心他人遭受的社会不公，普遍暴戾情绪。还有鼓吹所谓“原子化叛乱”的：没有组织、没有纲领、没有诉求、再多摄像头也难以预防的。还有说出事就拿副职顶包的（事实上珠海市公安局副局长是案发前几天的人事调动了）……在一些没有调查依据的爆料中疯狂输出情绪。不少信息是一眼假，更多的信息是真假难辨的。但是这些信息都会有人相信，于是跟着输出情绪。苏州持刀伤人案，深圳日本学生遇袭案……都能看到这些现象。他们似乎为了巩固立场而输出。基于立场而不是基于事实的讨论没有任何意义！震惊于凶手的变态，叹息遇难者的不幸，憎恶有意或无意的嗜血者。对一些情况补充说明，不单独回复大家了，如有事实上的错误，感谢指正。经济下行：确实是经济下行。所有社会问题都能联系到经济基础上，但过分强调这个原因实在有点牵强了。就像别人说你家庭关系维护不好，是因为穷一样。而且凶手并不是经济窘迫的社会底层。婚姻：网上流传的广州市中院的判决书樊某叫樊昭义，家住广州天河区，资产也在广州。凶手叫樊维秋，家住珠海。警方通报明确写离婚诉讼是在珠海的法院。而且年龄也对不上。​性别对立：没啥好说，请大家自行判断。​司法不公：个人认为司法是一件很严肃的事情。凶人认为不公，案件也在再审阶段。有事实依据可以做出合理怀疑，真实情况暂时无法做出判断。至于鼓吹报复心理说什么冤有头债有主的言论，实在过于反智了。​言论自由：一般是在说没有言论自由的人民，没有倾诉途径，没有小民尊严，遭遇“不公”待遇，只能采取极端行为。和第一条一样什么事情都能扯到这点上。站在这点来批判，更多是站在立场上来讨论问题，没有太多意义。​公安局人事变动：发生在案发前，稍微检索下信息就知道。做新闻蒙太奇的实在可恶！;0.01814484615174599;2024-11-15 15:28:33
这下人均马彩云了;0.007745647130808519;2024-11-15 01:04:28
2024年11月11日19时48分，一辆小汽车在珠海市香洲区体育中心撞倒多名行人后驾车逃逸。接报后迅速派员到场处置，并协助将伤者送往医院救治。目前，司机樊某(男，62岁)已被控制，相关调查处置工作正在加紧进行中。网友留意到，早在2024年10月26日，就有网民在小红书发布出事群体组织集体活动的视频了。从视频画面看出，这是一个徒步中年群体，组成方阵，扛大旗，大喇叭，有节奏的步行。有网友认为，徒步团体发出了不小的噪音，既扰民，又可能让本就烦躁的肇事者情绪更加失控。也有网友觉得，这类组织活动存在安全隐患，体育广场没有设置围蔽，车辆能够直接开进来，存在安全隐患。不管怎样，大家不要胡乱臆测，既不能放过坏人，也不能冤枉好人，不要放过一丝可能，一切以官方通报的为准。;0.0;2024-11-15 01:52:16
财新 向凯，帅芃莲、梁栋（实习）珠海警方在11月11夜间通报称，当日晚上7时48分许，一辆小汽车在香洲区体育中心撞倒多名行人后驾车逃逸，肇事司机是62岁樊某，已被警方控制。伤者被送往医院救治。据财新了解，肇事车辆是一台SUV，这部汽车冲入正在列队行进的多个健步团，数十名健步人员遭撞击。伤者包括多名中老年人，其中亦有青少年和儿童。珠海市体育中心地处香洲区，包含体育场、体育场附场、体育馆、游泳馆、羽毛球、篮球和足球场等。平日有多个健步团在中心内锻炼，跳舞、跑步、打球的市民也在这里开展户外运动，晚上人流量大。健步团成员陈先生称，健步团每天晚上7点30分出发，绕着体育场附场步行锻炼约一个小时。事发当晚，共有六支健步队伍，他们身穿不同颜色的队服，每支队伍人数从10多人到50多人不等。据陈先生回忆，他所在的队伍刚走完第三圈，肇事汽车突然从队伍后边冲过来，速度很快，不少人被撞倒，他及时跳开得以幸免。……更多内容，请关注财新网一辆汽车在珠海体育中心冲撞行人 62岁肇事司机被警方控制;0.0;2024-11-15 04:53:53
11月14日，最高检党组书记、检察长应勇率最高检调研组在上海调研。应勇强调，广东珠海市香洲区体育中心发生驾车冲撞行人案件，造成重大人员伤亡，性质极其恶劣。检察机关要依法履职，全力协同相关部门做好查清事实、依法惩处、善后处置、维护稳定等工作，切实保障人民群众生命安全，维护社会大局稳定。对类似重大恶性犯罪，要认真做好审查批捕、审查起诉工作，从重从严追究刑事责任，有力震慑犯罪。;0.0;2024-11-15 08:07:14
照例歪楼。不救他，死了。这个案子就是一个糊涂案，那些无辜枉死的百姓怎么交代？背后有什么隐情，很多人不是最喜欢知道真相么？未经法院审判，他还不是罪犯。还有，时光倒退若干年，这种属于罪加一等，自绝于人民。就是将来判了死刑，他连自杀的权利都没有，必须老老实实，全须全尾地活到执行死刑的那一天。当年我们这有一个案子，影响极大。案犯被判了死刑，公安局长亲自过去做思想工作，不要有任何对抗的想法，有任何要求，只要合理尽量满足，就一条，老老实实活到行刑那一天。然后，安排了三十多个人，严格政审筛选的警察，表现良好的犯人，三班倒，看守牢房专门改造，窗户，地板，墙壁，床边棱角全部用海绵被子包裹，一个牢房十个人，九个人就是啥也不干，陪他玩陪他聊天，死死盯着他的一举一动。最后，执行看守任务的干警全部立功受奖。协同看守的犯人也都减刑了。这都是报纸公开刊登的新闻。…………………………………………………很多人对死刑犯身份感兴趣，其实这是死刑犯最常规的操作，全国都一样。这位案子影响太大，记者是全方面报道罢了。郑州，张金柱。关于他在看守所的日子，是《大河报》刊登的，现在网上找不到什么痕迹了。只有一篇经过几十手的报道，还只有一个开头。张金柱最后的四十五天_生活时报_光明网总共是36人看守，16干警，20名犯人。;0.13647925799665384;2024-11-15 14:30:28
变革谈不上，未来矛盾会不断激化，不可逆。上面能出台什么有效措施，无非就是在各口子增派安全保卫的人手，还有进出公检法司会更严格罢了，这两年又不是就这一起恶性事件，今年私家车恶意冲撞事件，光我看到的新闻就不下三五起，这还是被限流后的。其他事件，如公共场所刀人的也有很多。甚至还有几起群体性冲突，不过净网速度太快，国内压根看不到一点。能有什么有效措施？这都是随机事件。我觉得后面可能会仿照我们这之前的手段吧，把人按照危险等级分成三六九等，各单位对辖区内人口每星期一研判，挑出一些不安分的人天天“监控”。那些有过案底，去机关闹过事的，上过f的，网络上实名举报过的，估计都会上重点监管名单。甚至你家里有人做过这些，连带把你监管了。;-0.015387556832198323;2024-11-15 11:05:22
11月11日，珠海发生驾车冲撞市民的恶性案件，导致35人死亡43人受伤，这可能是近几十年来中国发生的蓄意报复社会而导致的最严重事件。据受害人家属讲述事件经过，受害者多数都是退休健身的中老年人。一人死亡，拉他人陪葬，对这种严重的犯罪行为要严厉的打击，也要进行前期疏导和预防。;0.008781903594443996;--------
11月11日，珠海男子体育中心驾车撞人事件，迎来最新进展！11月12日，据央视新闻、界面新闻报道称：11月11日傍晚，珠海体育中心内却发生了一起驾车撞人事件，导致35人不幸遇难，43人受伤。据初步调查，犯罪嫌疑人樊某，是一位62岁的离异男子，因对婚后财产分割结果不满，产生了极端的报复心理。​于是在19时48分左右，樊某驾驶一辆小型越野车，闯过体育中心的闸门，不顾一切地冲向正在跑道上锻炼的市民，车辆如脱缰野马般在人群中肆虐，惊恐的尖叫声与车辆的轰鸣交织在一起，形成了一幅令人心碎的画面。事发后，当执法人员迅速赶到现场时，樊某已驾车逃离。然而，天网恢恢，疏而不漏，很快，执法人员在不远处将其成功拦截，令人震惊的是，樊某在被捕时，还在车上持刀自残，颈部等部位严重受伤，随后被紧急送往医院救治。截止到目前，樊某仍处于昏迷状态，无法接受进一步的讯问。这场悲剧给受害者和他们的家庭带来了无法弥补的伤痛。那些无辜的生命，在瞬间被夺走，留下的只有无尽的悲伤与绝望。而那些幸存下来的人，也面临着身心的双重创伤，需要长时间的康复与心理疏导。事发后，不少网友也就此事发表了自己的看法。有网友认为，社会公平，司法公正是社会稳定的基石，各有关部门要深刻汲取教训、举一反三，加强风险源头防控，及时化解矛盾纠纷，严防发生极端案件，全力保障人民群众生命财产的安全。也有网友认为，注意矛盾纠纷化解，梳理问题解决问题，提前介入，防患于未然，避免此类问题再次发生。截止到目前，珠海相关部门已对此事展开全面调查，并依法对樊某涉嫌以危险方法危害公共安全罪立案进行调查，同时，政府和社会各界也在积极组织救援与善后工作，为受害者及其家庭提供必要的帮助与支持。这场事件再次提醒我们，面对生活中的挫折与不满，我们应该保持冷静与理性，寻求合法的途径来解决问题。极端的选择和报复只会给他人带来更多的伤害与痛苦，让整个社会都陷入无尽的阴霾之中。对此，你怎么看？欢迎留言讨论！;0.0;2024-11-13 02:53:38
事实上自从过去大连的汽车冲撞过人行横道的行人开始，我走在马路上时就耳听六路、眼观八方了。;0.0010029030777241152;2024-11-13 02:48:11
我国用一年的时间走完了韩国日本美国欧洲几十年的路。从胖猫，到胖虎，再到疯虎，这还不满一年时间。如果算上从胖猫的舔狗时间2021年算起，这也不足四年。胖猫事件，2024年4月11日，重庆男子跳江事件是2024年4月11日发生在重庆长江大桥的21岁游戏代练“胖猫”跳江后离世的事件。胖虎事件，2024年10月30日，南昌工学院发生持刀伤人事件，被刺女生大喊「救命，我错了」。疯虎事件，2024年11月11日，樊某在广东省珠海市香洲区体育中心开车撞人导致35死42伤。这三个事件和事实的飞速迭代仅仅只有七个月。很多人以为胖猫事件过去了就是过去了，但是百度搜索指数显示，这件事儿没有过去。过了5月的爆发期，直到今天胖猫的每天搜索指数至少也有四五百。这是2024-04-01~2024-11-14的胖猫、胖猫事件、谭竹、捞女四个关键词的百度指数变化如下。不要以为后面曲线拉平是个0，那只是前面爆发的数据太大。你如果不明白这个数据的尺度，那请你看一下娱乐圈常青树刘亦菲的百度搜索指数。整体日均32375的刘亦菲的搜索指数，在事件爆发的时候，热度都没有胖猫高。再看资讯指数也可以证明这一点儿。当我把事件放在2024年4月1日到2024年5月31日时候发现了一个问题。胖猫虽然4月11日跳江自杀，但是真正资讯爆发还是在胖猫的姐姐5月2日发布消息后的5月3日彻底引爆舆论。2024年5月2日，胖猫姐姐发声称：自己的弟弟21岁，在与女方交往期间谈恋爱两年多，他努力工作只为了给女方更好的生活，恋爱期间疑似为女方花费50多万，现在弟弟自杀了胖猫姐姐称只想讨回一个公道，随后女方回应警方根据两个人消费记录转账记录协商退回136000多，并且双方签了合约书，女方否认跟男主在一起是为了钱，最后一次吵架我一想到未来的压力很大就决定分手，随后胖猫姐姐晒出胖猫和女友的聊天记录供大家分析。如果只看爆发的4月和6月，胖猫的搜索指数比刘亦菲的搜索指数都要高。我用这个数据表达的是，尽管蓝底通告和央视新闻都在说“双方存在真实恋爱关系”，但是这份怒火没有消失，它像是一份疼，在整个互联网上蔓延。微博上仇恨男性的人还在弹冠相庆。我只想说，并不会永远有人愿意当胖猫的。2024年10月30日，南昌工学院发生持刀伤人事件，被刺女生大喊「救命，我错了」，此事过后，迅速被称为“胖虎事件”和“胖猫事件”进行对比。人们发现，胖虎比胖猫好多了，轻松地得到了追风小叶、zhttty、朱军那么久都得不到的道歉。当然了，说这些的时候，还忘记说了一件事，这三者中都是感情关系引起的。都是男性对女性的金钱供养。胖猫被认为是“双方存在真实恋爱关系”，胖虎事件被认为是“比胖猫好”，疯虎事件已经也不在乎自己的死活了。我国司法实践在在男女婚恋问题上的持续维稳而不是以公平公正为核心，导致了社会的持续变糟糕。太原订婚强奸案、货拉拉案、以及张薇地铁诬陷偷拍案持续的败坏了政府的公信力。还有结婚供养16年三个孩子均非亲生案。还有现在的这个珠海撞人事件，删去的那一段儿更是让人浮想联翩。这些对财产的持续偏向性分割，让人感觉到了不公。法律的本质是公民们让渡了自己的暴力权，但是法律如果不能公正裁决，人民群众只有亲自取回来这些权利。我不知道会不会推动司法改革。但是珠海撞人案不会是结束。持续的偏向性断案彻底破坏了社会稳定的根基。;0.0;2024-11-13 02:53:11
11月11日发生在珠海的特大驾车撞人案，离异的嫌疑人樊某撞死35人、撞伤43人。真是令人震惊、愤怒又害怕！目前警方只出了简短通报，樊某的情况、作案动机等，详情不得而知。对此，我根据人性和世相做一番解读，不一定符合事实真相，仅供借鉴。★第一，向弱者挥刀的恶魔，就是欺软怕硬的坏货。恒者恒强。有强者思维的人，遇到挫折、不公、不如意等，会沉淀、会蓄力、会用尽一切办法挑战更强者，从征服中得到快感和补偿。这样也会让他们更强大。弱者愈弱。那种内心孱弱的人，遇上各种压力和不如意，他们不会从自身找原因，而是怨天尤人，觉得社会不公，谁也对不起自己。但是，他们不敢向强者呲牙，只会欺负更弱者，从而得到发泄。可笑的是，他们眼中的“更弱”是偏体力方面。当他们做出报复社会的举动时，会刻意忽略受害人的社会身份高低，而是考虑自己能否直接伤害到对方。譬如，在学校门口驾车撞行人的，皆为此类。樊某驾驶着汽车，敢肆无忌惮地去撞人，但他绝对不敢去撞大货车、灌装车等大家伙——哪怕知道撞si这么多人会挨qiang子，但他依然不敢冒被对方当场反杀的风险。在陌生环境下，人们判断强弱的标准往往就是“体力”。在生活中，跟弱者尤其是易怒的弱者接触，一定要提高警惕;0.0;2024-11-13 05:29:25
1.目前珠海在搞航展2.珠海突然发生这么大的事所有巧合都可能是有预谋的如果，我说如果这事是美丽国或者其他国家一些激进人士指使的。就算我方查出来也不会把窗户纸捅破，捅破后如果不做出一些军事行动也没办法给国人交代，如果做出一些军事行动，那正符合美丽国的意图。;0.0;2024-11-14 00:01:24
那天是11.11，光棍节，凶手是光棍，有人说是因为离婚案，体中心有很多女性暴走团也有阴谋论说是境外敌对势力对凶手洗脑;0.0;2024-11-13 02:55:38
家里有人住体育中心旁边，说一下我掌握的信息：1、体育中心的大部分入口是车辆无法通行的，只有一个东门可供车辆进出，越野车应该就是从东门进的。2、东门到体育中心的体育场之间没有什么障碍，即使有也不是固定的障碍物。因为体育中心平时也是市区很多活动的承办地，搞活动时会有不少车辆经过，所以没有固定障碍，这给了越野车可乘之机。3、体育场和外部道路有围栏阻隔，车辆无法进入，所以被越野车撞死的都是在体育场外走的人，编队密集且行走方向固定的老年徒步团（当然会有人称之为暴走团）损失惨重。5、徒步团成员复杂，大部分是附近的退休老头老太，一些路人有时候也会跟着走。6、徒步团不止有一个，而是有三个（看到有人说现在有5个，可能又分了吧……）。7、这项奇怪的运动在体育中心兴起的时候，原本只有一个徒步团，行走路线是体育场内的跑道。后来因为内部矛盾一分二、二分三，过度侵占了跑道空间，被赶出了体育场。8、凶手居所距体育中心直线500m左右，应该知悉徒步团活动时间比较固定，所以本次袭击应该早有预谋。大概就这些。最后放下事发大致位置。至于怎么躲避这种袭击方式……尽量不要参加徒步团或者暴走团这种活动吧，毕竟这种编队密集且狭长，在开阔道路上活动，且活动时间固定的团体天生就是恐袭的目标啊……顺便说一嘴，这个回答下面实在是太乌烟瘴气了，搞得好像参加这种奇怪的团就是权贵一样……这种团跟那些广场舞大妈实际上没有任何本质区别，不会有人觉得广场舞大妈们也是权贵吧？;-0.005402492726346117;2024-11-13 03:20:30
这个两个版本，有差别为啥有差别首先，第一个版本，应该没有错误，樊某对判决不满，这肯定是真的，无法造假，起诉重审，应该有案可查为了避免此类案件再次发生，上级肯定要求查清原因，凶手为啥这么做！你公安局在通告里说，樊某对判决不满，法院肯定不高兴，联想到某十佳法官被老头杀了，大家就会认为，这起凶案和法院判决不公有关。法院可不背这个锅。你有啥证据说凶手是因为法院判决不公造成的？法院认为，判决没有问题，凶手是其他原因行凶，甚至可能是精神病。现在凶手自杀昏迷，有人说已经死了，这个事情就是无头案了;0.0;2024-11-14 03:02:00
至少在近期，尽量避免前往政府、法院、信访局及其家属院等高危场所附近。当你置身在空旷的公共场所以及政府、法院、信访局周边等高危场所时，必须“眼观六路，耳听八方”，保持高度的警觉，时刻注意周围环境和可疑行为。如果发现车辆异常行驶、有人持有管制刀具、远处传来呼喊声、远处的行人突然朝同一方向移动等可疑现象，应迅速找地方躲避——优先进入周边的房屋建筑物之内；如果做不到，可以利用花坛、健身器材等固定设施作为掩护，避免受到车辆直接撞击。实在没有障碍物的，也不能背对车辆直线逃离——你跑不过车的，要尽量进行之字形或者转圈跑动，因为车辆转弯半径很大，这样做有助于摆脱纠缠。你还可以向车窗投掷随身衣物、随身物品，干扰凶手的视线，以便快速逃离。实在避无可避的，你应该寻找防身武器，例如砖头、石块、可拆卸的运动器材等等，以便在正面对抗时保护自己。确保自身安全之后，你应该立刻拨打报警电话，向警方求助。如果此时你还有余力，请尽力帮助其他人。当然，要想真正杜绝此类事件，最有效的是加强事前控制——比如提高人民生活水平、做好扶危济困工作、促进司法公正、遏制假结婚假离婚骗婚骗钱行为、加强宣传教育、改善社会风气，等等。不想让疯子危害社会，就尽量不要把人逼疯。;0.1479984919752846;2024-11-13 09:36:47
这是能说的话题吗？;0.0;2024-11-13 08:22:49
