发布者;IP属地;帖子账号粉丝数;转发数;评论数;点赞数;文本;话题;一级账号粉丝数;用户名;评论属地;评论内容;评论时间;评论点赞数;主题相似度;标记;是否为官媒;用户性别;sentence;score;dic_score;word_score
实战张姐说;湖南;0;9;31;369;第三次房地产救市开始了，这次救市利好因素还是很多的，但要客观看待。、每年大学毕业生接近万人，不缺刚性和改善性购房需求。（现在的毕业生父母基本都已准备好房子了）、首套房利率最低已经降到，买房月供大幅降低。（差的不是利率，是没钱）、高层一再强调，房地产依然是国展开;;867;套利之刃;湖南;22年等了好几个月，没等到，唉。;2023-01-13 15:44:22;0;0.013956370501997;0;0;男;22年等了好几个月，没等到，唉。;0.0;0.0;0.0
天邢者一踏雪寻牛;湖南;0;74;213;881;第三次房地产救市开始了，大家觉得救得起来吗？这次救市利好因素还是很多的，比如：、每年大学毕业生接近万人，不缺刚性和改善性购房需求。、首套房利率最低已经降到，买房月供大幅降低。、高层一再强调，房地产依然是国民经济的支柱产业。、楼市长期萧条，房价长期滞涨，潜在的购房需求不断累积。、看空房地产的人越来越多说明，需要买房的人越来越多。房地产是国民经济的支柱产业;#房地产是国民经济的支柱产业#;0;白日出没的废话大王;其他;[打call];2023-01-13 14:01:12;0;0.0143538151520885;0;0;女;[打call];0.0;0.0;0.0
天邢者一踏雪寻牛;湖南;0;74;213;881;第三次房地产救市开始了，大家觉得救得起来吗？这次救市利好因素还是很多的，比如：、每年大学毕业生接近万人，不缺刚性和改善性购房需求。、首套房利率最低已经降到，买房月供大幅降低。、高层一再强调，房地产依然是国民经济的支柱产业。、楼市长期萧条，房价长期滞涨，潜在的购房需求不断累积。、看空房地产的人越来越多说明，需要买房的人越来越多。房地产是国民经济的支柱产业;#房地产是国民经济的支柱产业#;0;GuruPOP2014;其他;[思考];2023-01-13 14:02:00;0;0.0143538151520885;0;0;男;[思考];0.0;0.0;0.0
楼市搜索;广东;0;4;2;0;一条微博晒年味第三次房地产救市开始了，大家觉得救得起来吗？这次救市利好因素还是很多的，比如：、每年大学毕业生接近万人，不缺刚性和改善性购房需求。、首套房利率最低已经降到，买房月供大幅降低。、高层一再强调，房地产依然是国民经济的支柱产业。、楼市长期萧条，房价长期滞涨，潜在的购房需求不断累积。、看空房地产的人越来越多说明，需要买房的人越来越多。;#一条微博晒年味#;81;局关祠第一村之钱多多;其他;还在肚子里政府就惦记着给孩子把债务背上[笑cry][笑cry][笑cry][笑cry];2023-01-13 10:57:44;1;0.018047765214372;0;0;未知;还在肚子里政府就惦记着给孩子把债务背上[笑cry][笑cry][笑cry][笑cry];-0.05263157894736842;-1.0;-0.05
长沙微博房产;湖南;0;1;1;4;接连发布重磅新政，长沙楼市正起变化春节前十天，长沙楼市连续发布重磅新闻。先是月日起《依法生育两个及以上子女的本地户籍家庭购买商品住宅实施细则》实施。“长沙依法生育二孩及以上本地户籍家庭，增加套购房指标”落地。再是月日消息，《关于强省会人才购房实施细则》近日印发。周岁（含）以下的，具有专科及以上学历（博士、硕士学历不限年龄）或中级及以上专业技术资格（高级专业技术资格不限年龄）的人才，落户长沙并缴纳社保或个税后，可在限购区域内购买首套商品住房。这两条新政的核心，都直指限购放松。很明显，在新一轮楼市政策优化的浪潮里，长沙终于也撕开了口子。那么，新政实施之后，楼市又将发生什么变化？房票春节前接连发布的两条新政，最为明显的是，带来了购房资格的改变。前者，主要面向改善群体。长沙依法生育二孩及以上本地户籍家庭，增加套购房指标。不仅仅是二孩及以上家庭，事实上，去年以来，长沙多次优化了改善群体的购房政策。还比如以租换购，首套房网签四年后可购房套等。后者，直接扩充了刚需群体。周岁以下专科及以上的人才落户，且在购房当月有社保和个税记录的，可在限购区域内购买首套商品住房。此前，则需要落户与社保或个税均满一年。也正因为这项改变，被业内广泛看作是年以来，长沙楼市调控政策中覆盖面最广，力度最大的一次。人才购房条件的放宽，将直接加强长沙对人才的吸引力，尤其是引流市州及外地人口落户长沙。与之同时而来的是，一大批房票将进入长沙。新政实施后，今年长沙楼市的理论房票，远超此前第三方机构测算的万张。整体来看，长沙去年至今出台的优化政策，做到了支持刚性和改善性住房需求。长沙房产长沙房事儿（：潇湘晨报）;#长沙房产##长沙房事儿#;26;兔小兔兔几;陕西;吓人;2023-01-16 10:05:27;1;0.0050680388254261;0;0;女;吓人;-0.05263157894736842;-1.0;-1.0
湖南微博房产;湖南;0;1;2;2;接连发布重磅新政，长沙楼市正起变化春节前十天，长沙楼市连续发布重磅新闻。先是月日起《依法生育两个及以上子女的本地户籍家庭购买商品住宅实施细则》实施。“长沙依法生育二孩及以上本地户籍家庭，增加套购房指标”落地。再是月日消息，《关于强省会人才购房实施细则》近日印发。周岁（含）以下的，具有专科及以上学历（博士、硕士学历不限年龄）或中级及以上专业技术资格（高级专业技术资格不限年龄）的人才，落户长沙并缴纳社保或个税后，可在限购区域内购买首套商品住房。这两条新政的核心，都直指限购放松。很明显，在新一轮楼市政策优化的浪潮里，长沙终于也撕开了口子。那么，新政实施之后，楼市又将发生什么变化？房票春节前接连发布的两条新政，最为明显的是，带来了购房资格的改变。前者，主要面向改善群体。长沙依法生育二孩及以上本地户籍家庭，增加套购房指标。不仅仅是二孩及以上家庭，事实上，去年以来，长沙多次优化了改善群体的购房政策。还比如以租换购，首套房网签四年后可购房套等。后者，直接扩充了刚需群体。周岁以下专科及以上的人才落户，且在购房当月有社保和个税记录的，可在限购区域内购买首套商品住房。此前，则需要落户与社保或个税均满一年。也正因为这项改变，被业内广泛看作是年以来，长沙楼市调控政策中覆盖面最广，力度最大的一次。人才购房条件的放宽，将直接加强长沙对人才的吸引力，尤其是引流市州及外地人口落户长沙。与之同时而来的是，一大批房票将进入长沙。新政实施后，今年长沙楼市的理论房票，远超此前第三方机构测算的万张。整体来看，长沙去年至今出台的优化政策，做到了支持刚性和改善性住房需求。长沙房产长沙房事儿（：潇湘晨报）;#长沙房产##长沙房事儿#;129;所得即所愿;湖南;政策制定者可能不上网的;2023-01-13 10:59:37;1;0.0050680388254261;0;0;男;政策制定者可能不上网的;0.0;0.0;0.0
湖南微博房产;湖南;0;1;2;2;接连发布重磅新政，长沙楼市正起变化春节前十天，长沙楼市连续发布重磅新闻。先是月日起《依法生育两个及以上子女的本地户籍家庭购买商品住宅实施细则》实施。“长沙依法生育二孩及以上本地户籍家庭，增加套购房指标”落地。再是月日消息，《关于强省会人才购房实施细则》近日印发。周岁（含）以下的，具有专科及以上学历（博士、硕士学历不限年龄）或中级及以上专业技术资格（高级专业技术资格不限年龄）的人才，落户长沙并缴纳社保或个税后，可在限购区域内购买首套商品住房。这两条新政的核心，都直指限购放松。很明显，在新一轮楼市政策优化的浪潮里，长沙终于也撕开了口子。那么，新政实施之后，楼市又将发生什么变化？房票春节前接连发布的两条新政，最为明显的是，带来了购房资格的改变。前者，主要面向改善群体。长沙依法生育二孩及以上本地户籍家庭，增加套购房指标。不仅仅是二孩及以上家庭，事实上，去年以来，长沙多次优化了改善群体的购房政策。还比如以租换购，首套房网签四年后可购房套等。后者，直接扩充了刚需群体。周岁以下专科及以上的人才落户，且在购房当月有社保和个税记录的，可在限购区域内购买首套商品住房。此前，则需要落户与社保或个税均满一年。也正因为这项改变，被业内广泛看作是年以来，长沙楼市调控政策中覆盖面最广，力度最大的一次。人才购房条件的放宽，将直接加强长沙对人才的吸引力，尤其是引流市州及外地人口落户长沙。与之同时而来的是，一大批房票将进入长沙。新政实施后，今年长沙楼市的理论房票，远超此前第三方机构测算的万张。整体来看，长沙去年至今出台的优化政策，做到了支持刚性和改善性住房需求。长沙房产长沙房事儿（：潇湘晨报）;#长沙房产##长沙房事儿#;815;平平安安的大米;湖南;我缺的是购房资格吗……我缺的是钱！！！！！！！！！！！！！;2023-01-13 10:24:27;1;0.0050680388254261;0;0;女;我缺的是购房资格吗……我缺的是钱！！！！！！！！！！！！！;-0.10526315789473684;-2.0;-0.4
谭浩俊微财经;江苏;0;2;1;3;促消费、稳投资，推动经济全面快速恢复随着各地陆续进入“两会”时间，一些万亿城市年经济“成绩单”和年经济社会发展主要目标也随之出炉。如济南、青岛、长沙、合肥、郑州、福州、东莞等地，已经公布了相关数据。特别是年的经济增长目标，都在以上，其中，郑州、长沙更是把目标确定在左右，显示出地方发展经济的决心是非常大的，热情也是非常高的。从地方推出的发展举措来看，也都把扩内需、促消费放在了首位，如加快消费提质升级、推动文化旅游、住宿餐饮、批发零售等行业加快恢复、把恢复和扩大消费摆在优先位置，全面提升消费能级等。事实也是，推动经济增长的“三驾马车”，消费、投资和出口，由于出口受国际经济环境的影响很大，特别在目前的形势下，欧美发达国家加大了对中国企业的打压和限制力度，出口的难度会越来越大。即便有东南亚、“一带一路”沿线国家的支撑和保障，要想出口保持很高的增长速度，还是比较困难的，能够维持正常的贸易水平，不拖发展的后腿，就已经相当不错。因此，出口不可能再像过去一样，成为拉动中国经济增长的主动力。自然，推动中国经济增长的重任，就落到了消费与投资两驾马车身上。而从目前的实际情况来看，从疫情发生以来的情况看，消费总体处于低迷状态，特别是传统消费，受疫情的制约和影响很大，不仅居民的消费信心不足，企业供给的热情也不高，不敢去提供更多可供选择的商品和服务，担心供给得不到市场的回报。因此，供给端和消费端都没有对需求形成有效力量，导致消费市场只能在低迷中前行。也正是在这样的情况下，为了稳定经济增长、稳定就业，就只能依赖投资发力，依靠投资来提振发展信心。因此，疫情年来，投资总体保持了较好的发展态势，特别是基础设施投资、民生设施投资，是近年来投资的主角。如果没有投资做支撑，经济增长和就业就会面临很大压力。只是，就基建投资、民生投资来说，也已经到了比较吃紧的关口，无论是政府还是国有企业，都已经没有继续扩大投资的能力和条件。继续依靠基建投资、民生投资来稳增长、稳就业，空间已经越来越小。当然，基建投资、民生投资继续快速增长的空间变小，不代表整个投资已经没有发挥空间。因为，生产性投资的空间依然较大。如何激活企业投资信心，激发企业家发展的热情，生产性投资还是大有可为的。只要生产性投资活力激发，投资对经济增长、就业的作用依然十分强劲。而生产性投资能否激活，与消费市场能否恢复有着密切关系。如果消费市场恢复较好，市场需求扩大，对生产性投资也是会产生非常重要的促进作用的，是能够让企业家看到希望和信心的。这也意味着，消费这把钥匙，不仅要打开推动经济增长的锁，还要打开促进生产性投资的锁。如果两把锁都能打开，经济恢复就将步入快车道，年的经济增长就值得期待，就业也会有更加充足的保证。一旦就业有保证，消费也就更有希望、更有潜力、更有爆发力，形成良性循环。事实也是，与投资靠政府、出口靠企业相比，消费的基础是居民，需要靠广大居民消费热情的激发。很显然，随着疫情政策的调整，消费的窗口已经打开。最近一段时间以来，单从旅游消费来看，已经出现了疫情前的景象，广大居民旅游的热情十分高涨，航空、铁路等的订票率大大提高，海南等地的宾馆、饭店一房难订，元旦期间一些景区再度出现人满为患现象。同时，餐饮、电影、娱乐等场所也开始全面恢复，基础消费已经开始了“报复性消费”。预计春节期间，各种消费会进一步激发。不仅如此，在政策已经全面到位的情况下，居民被锁紧的住房消费，也可能伴随着各项消费的全面恢复，也出现缓慢恢复现象，刚性和改善性购房会逐步启动，关键就看，开发商能否趁热打铁，出台降价政策，把居民的购房热情点燃。如果居民的购房热情被点燃了，住房消费会成为消费市场最亮眼的一个，从而带动其他方面的消费全面恢复。消费的全面恢复，必然会对经济增长产生积极的推动作用。同时，给工业企业也会产生强大的促进作用，生产性投资会随之恢复，企业家投资的热情释放。如此一来，生产性投资会成为未来拉动经济增长不可忽视的重要力量，从而形成消费、投资共同拉动经济增长、拉动就业的“双引擎”。关键就看，地方政府采用什么样的手段和措施，把消费激活，把生产性投资激活、把企业家的信心激活了。;;769399;皮海洲;湖北;转发微博;2023-01-20 10:52:57;0;0.002019730331459;0;0;男;转发微博;0.0;0.0;0.0
老周在股海;广东;0;0;1;2;财经要闻央行：延续实施碳减排支持工具等三项结构性货币政策工具；多部门：鼓励支持有条件有意愿的搬迁群众进城落户；上海：促进汽车、家电等大宗消费，延续实施新能源车置换补贴。今日看盘超话股市分析;今日看盘超话#股市分析#;239461082;超话社区;北京;好久不见，我和小伙伴们都在今日看盘的超话社区等你，快点来看看吧，回家指路>>#今日看盘[超话]#;2023-01-30 09:21:13;0;0.0159756632870514;0;0;男;好久不见，我和小伙伴们都在今日看盘的超话社区等你，快点来看看吧，回家指路>>#今日看盘[超话]#;-0.05263157894736842;-1.0;-0.041666666666666664
阿力2018;广西;0;0;1;0;扶贫搬迁受益方向发改委等多部门：鼓励支持有条件有意愿的搬迁群众进城落户。据悉，发改委联合财政部等个部门发布《关于推动大型易地扶贫搬迁安置区融入新型城镇化实现高质量发展的指导意见》。其中提出，鼓励支持有条件有意愿的搬迁群众进城落户。对吸纳搬迁人口落户多的地区给予财政支持。看法：这是扶贫搬迁计划，这是好事情，而且是根据有意愿搬迁的才搬迁，对乡村城镇化建设也是有利的。消息上对房地产也有利好影响。股票方面，房地产上周四周五港股房地产板块也有反弹行情活跃上涨，对节后股房地产板块和地产链也有利于反弹行情。如中交地产中国武夷万科新城控股高斯贝尔;$中交地产 sz000736$$中国武夷 sz000797$$新城控股 sh601155$$高斯贝尔 sz002848$;1813;阿力2018;广西;[打call];2023-01-30 07:24:55;0;0.0172624949161278;0;0;男;[打call];0.0;0.0;0.0
粤来-粤疯;广东;0;0;1;1;鼓励支持有条件有意愿的搬迁群众进城落户财联社月日电，国家发展改革委联合财政部等个部门发布《关于推动大型易地扶贫搬迁安置区融入新型城镇化实现高质量发展的指导意见》。因地制宜制定具体落户办法，积极推广新市民居住证制度，推动城镇基本公共服务财联社新闻的微博视频;#鼓励支持有条件有意愿的搬迁群众进城落户#财联社CC新闻的微博视频;55;粤来-粤疯;广东;莫言说：“人品越好，朋友越少，人越踏实，混得越差，心越善良，苦难越多，做得越对，活得越累。这个世上从不缺丛林法则，缺的是公正。现实告诉我们，做个好人难，做个老实人更难，这就是人类的悲哀。” ​;2023-01-29 23:32:06;1;0.0141434634363714;0;0;男;莫言说：“人品越好，朋友越少，人越踏实，混得越差，心越善良，苦难越多，做得越对，活得越累。这个世上从不缺丛林法则，缺的是公正。现实告诉我们，做个好人难，做个老实人更难，这就是人类的悲哀。” ​;0.13333333333333333;2.0;0.04
李爷无为;河南;0;10;41;115;发改委等多部门：鼓励支持有条件有意愿的搬迁群众进城落户充分尊重搬迁人口落户城镇意愿那个，很多人说此举是“掏”老百姓口袋里的钱，其实我感觉吧，有政策支持，总比没政策支持好得多。恕我直言，现在农村人还真有很多想在城市里买房子的，回老家农村问问就知道，在地市小县城买房的可多。所以，政策支持有条件有意愿的搬迁群众进城落户，那也挺好的。怎么说呢？你没有政策，一样有很多人去买，能给老百姓优惠点、便利点，总比没有强。;#鼓励支持有条件有意愿的搬迁群众进城落户##充分尊重搬迁人口落户城镇意愿#;53;fanrq范;广东;要赶农民进城很简单，镇以下的学校统统撤掉，农民自然会跑城里为开发商接盘。[笑cry][笑cry][笑cry];2023-01-29 22:39:25;15;0.0285485450737445;0;0;男;要赶农民进城很简单，镇以下的学校统统撤掉，农民自然会跑城里为开发商接盘。[笑cry][笑cry][笑cry];0.16666666666666666;2.5;0.09615384615384616
李爷无为;河南;0;10;41;115;发改委等多部门：鼓励支持有条件有意愿的搬迁群众进城落户充分尊重搬迁人口落户城镇意愿那个，很多人说此举是“掏”老百姓口袋里的钱，其实我感觉吧，有政策支持，总比没政策支持好得多。恕我直言，现在农村人还真有很多想在城市里买房子的，回老家农村问问就知道，在地市小县城买房的可多。所以，政策支持有条件有意愿的搬迁群众进城落户，那也挺好的。怎么说呢？你没有政策，一样有很多人去买，能给老百姓优惠点、便利点，总比没有强。;#鼓励支持有条件有意愿的搬迁群众进城落户##充分尊重搬迁人口落户城镇意愿#;53;弓长阿歪;广东;我们镇（坐标广东省粤西），现在已经把5、6年级的学生集中在镇里的小学统一上课了，村小学暂时只有1-4年级，长远来看，村小学也只有裁撤一途了;2023-01-30 10:36:19;0;0.0285485450737445;1;0;男;我们镇（坐标广东省粤西），现在已经把5、6年级的学生集中在镇里的小学统一上课了，村小学暂时只有1-4年级，长远来看，村小学也只有裁撤一途了;-0.05263157894736842;-1.0;-0.02857142857142857
李爷无为;河南;0;10;41;115;发改委等多部门：鼓励支持有条件有意愿的搬迁群众进城落户充分尊重搬迁人口落户城镇意愿那个，很多人说此举是“掏”老百姓口袋里的钱，其实我感觉吧，有政策支持，总比没政策支持好得多。恕我直言，现在农村人还真有很多想在城市里买房子的，回老家农村问问就知道，在地市小县城买房的可多。所以，政策支持有条件有意愿的搬迁群众进城落户，那也挺好的。怎么说呢？你没有政策，一样有很多人去买，能给老百姓优惠点、便利点，总比没有强。;#鼓励支持有条件有意愿的搬迁群众进城落户##充分尊重搬迁人口落户城镇意愿#;53;陶泥鲎子;其他;也别主动撤了，就每年招新老师都招不起来，都是教育局行政分配来的;2023-01-29 23:18:41;0;0.0285485450737445;1;0;男;也别主动撤了，就每年招新老师都招不起来，都是教育局行政分配来的;0.06666666666666667;1.0;0.06666666666666667
李爷无为;河南;0;10;41;115;发改委等多部门：鼓励支持有条件有意愿的搬迁群众进城落户充分尊重搬迁人口落户城镇意愿那个，很多人说此举是“掏”老百姓口袋里的钱，其实我感觉吧，有政策支持，总比没政策支持好得多。恕我直言，现在农村人还真有很多想在城市里买房子的，回老家农村问问就知道，在地市小县城买房的可多。所以，政策支持有条件有意愿的搬迁群众进城落户，那也挺好的。怎么说呢？你没有政策，一样有很多人去买，能给老百姓优惠点、便利点，总比没有强。;#鼓励支持有条件有意愿的搬迁群众进城落户##充分尊重搬迁人口落户城镇意愿#;53;榨菜就着茶叶蛋吃;内蒙古;我们村已经没有学校好多年了，每年就十个左右的新生儿，学校根本没法开，小学都去邻村上。很多中学生的母亲在县城租房子专门管孩子。;2023-01-29 23:15:24;0;0.0285485450737445;1;0;男;我们村已经没有学校好多年了，每年就十个左右的新生儿，学校根本没法开，小学都去邻村上。很多中学生的母亲在县城租房子专门管孩子。;0.0;0.0;0.0
李爷无为;河南;0;10;41;115;发改委等多部门：鼓励支持有条件有意愿的搬迁群众进城落户充分尊重搬迁人口落户城镇意愿那个，很多人说此举是“掏”老百姓口袋里的钱，其实我感觉吧，有政策支持，总比没政策支持好得多。恕我直言，现在农村人还真有很多想在城市里买房子的，回老家农村问问就知道，在地市小县城买房的可多。所以，政策支持有条件有意愿的搬迁群众进城落户，那也挺好的。怎么说呢？你没有政策，一样有很多人去买，能给老百姓优惠点、便利点，总比没有强。;#鼓励支持有条件有意愿的搬迁群众进城落户##充分尊重搬迁人口落户城镇意愿#;53;大号被渣浪毁了;江西;笑死，你以为现在村小还像零几年那么多嘛，以我这里镇为例，因为师资问题很多家长早把小孩送镇上或者城市买房在市里读书了，村小取缔无数了，中学民办撑着公办也是生源少的可怜，大不了住校呗，放假该回老家还是回老家，农村有房的谁在乎市里的高楼建筑;2023-01-29 23:10:33;5;0.0285485450737445;1;0;男;笑死，你以为现在村小还像零几年那么多嘛，以我这里镇为例，因为师资问题很多家长早把小孩送镇上或者城市买房在市里读书了，村小取缔无数了，中学民办撑着公办也是生源少的可怜，大不了住校呗，放假该回老家还是回老家，农村有房的谁在乎市里的高楼建筑;-0.05263157894736842;-1.0;-0.015384615384615385
李爷无为;河南;0;10;41;115;发改委等多部门：鼓励支持有条件有意愿的搬迁群众进城落户充分尊重搬迁人口落户城镇意愿那个，很多人说此举是“掏”老百姓口袋里的钱，其实我感觉吧，有政策支持，总比没政策支持好得多。恕我直言，现在农村人还真有很多想在城市里买房子的，回老家农村问问就知道，在地市小县城买房的可多。所以，政策支持有条件有意愿的搬迁群众进城落户，那也挺好的。怎么说呢？你没有政策，一样有很多人去买，能给老百姓优惠点、便利点，总比没有强。;#鼓励支持有条件有意愿的搬迁群众进城落户##充分尊重搬迁人口落户城镇意愿#;53;李爷无为;北京;现在农村中小学生源就很困难了……;2023-01-29 22:44:34;1;0.0285485450737445;1;0;男;现在农村中小学生源就很困难了……;-0.07894736842105263;-1.5;-0.21428571428571427
李爷无为;河南;0;10;41;115;发改委等多部门：鼓励支持有条件有意愿的搬迁群众进城落户充分尊重搬迁人口落户城镇意愿那个，很多人说此举是“掏”老百姓口袋里的钱，其实我感觉吧，有政策支持，总比没政策支持好得多。恕我直言，现在农村人还真有很多想在城市里买房子的，回老家农村问问就知道，在地市小县城买房的可多。所以，政策支持有条件有意愿的搬迁群众进城落户，那也挺好的。怎么说呢？你没有政策，一样有很多人去买，能给老百姓优惠点、便利点，总比没有强。;#鼓励支持有条件有意愿的搬迁群众进城落户##充分尊重搬迁人口落户城镇意愿#;17;冰霜死亡-;湖南;都去县城落户，那老家稻田怎么搞呢，城市失业还能老家种田不愁吃喝，迁出去了未来重新划分田土就没得了吧;2023-01-30 00:00:01;7;0.0285485450737445;0;0;男;都去县城落户，那老家稻田怎么搞呢，城市失业还能老家种田不愁吃喝，迁出去了未来重新划分田土就没得了吧;0.06666666666666667;1.0;0.038461538461538464
李爷无为;河南;0;10;41;115;发改委等多部门：鼓励支持有条件有意愿的搬迁群众进城落户充分尊重搬迁人口落户城镇意愿那个，很多人说此举是“掏”老百姓口袋里的钱，其实我感觉吧，有政策支持，总比没政策支持好得多。恕我直言，现在农村人还真有很多想在城市里买房子的，回老家农村问问就知道，在地市小县城买房的可多。所以，政策支持有条件有意愿的搬迁群众进城落户，那也挺好的。怎么说呢？你没有政策，一样有很多人去买，能给老百姓优惠点、便利点，总比没有强。;#鼓励支持有条件有意愿的搬迁群众进城落户##充分尊重搬迁人口落户城镇意愿#;17;阳妗宝贝儿;江苏;土地国家会慢慢回收的，至于种地今后大规模机械化的效率就不用担心了！;2023-01-30 08:36:05;1;0.0285485450737445;1;0;男;土地国家会慢慢回收的，至于种地今后大规模机械化的效率就不用担心了！;-0.10526315789473684;-2.0;-0.14285714285714285
李爷无为;河南;0;10;41;115;发改委等多部门：鼓励支持有条件有意愿的搬迁群众进城落户充分尊重搬迁人口落户城镇意愿那个，很多人说此举是“掏”老百姓口袋里的钱，其实我感觉吧，有政策支持，总比没政策支持好得多。恕我直言，现在农村人还真有很多想在城市里买房子的，回老家农村问问就知道，在地市小县城买房的可多。所以，政策支持有条件有意愿的搬迁群众进城落户，那也挺好的。怎么说呢？你没有政策，一样有很多人去买，能给老百姓优惠点、便利点，总比没有强。;#鼓励支持有条件有意愿的搬迁群众进城落户##充分尊重搬迁人口落户城镇意愿#;17;坚定的奔;重庆;但凡看一眼“鼓励有条件有意愿” [偷笑];2023-01-30 08:17:57;1;0.0285485450737445;1;0;男;但凡看一眼“鼓励有条件有意愿” [偷笑];-0.05263157894736842;-1.0;-0.09090909090909091
李爷无为;河南;0;10;41;115;发改委等多部门：鼓励支持有条件有意愿的搬迁群众进城落户充分尊重搬迁人口落户城镇意愿那个，很多人说此举是“掏”老百姓口袋里的钱，其实我感觉吧，有政策支持，总比没政策支持好得多。恕我直言，现在农村人还真有很多想在城市里买房子的，回老家农村问问就知道，在地市小县城买房的可多。所以，政策支持有条件有意愿的搬迁群众进城落户，那也挺好的。怎么说呢？你没有政策，一样有很多人去买，能给老百姓优惠点、便利点，总比没有强。;#鼓励支持有条件有意愿的搬迁群众进城落户##充分尊重搬迁人口落户城镇意愿#;17;USA精神病院电击科;海外;那不就是佃户给地主打工那一套？;2023-01-30 07:54:00;1;0.0285485450737445;1;0;未知;那不就是佃户给地主打工那一套？;0.0;0.0;0.0
李爷无为;河南;0;10;41;115;发改委等多部门：鼓励支持有条件有意愿的搬迁群众进城落户充分尊重搬迁人口落户城镇意愿那个，很多人说此举是“掏”老百姓口袋里的钱，其实我感觉吧，有政策支持，总比没政策支持好得多。恕我直言，现在农村人还真有很多想在城市里买房子的，回老家农村问问就知道，在地市小县城买房的可多。所以，政策支持有条件有意愿的搬迁群众进城落户，那也挺好的。怎么说呢？你没有政策，一样有很多人去买，能给老百姓优惠点、便利点，总比没有强。;#鼓励支持有条件有意愿的搬迁群众进城落户##充分尊重搬迁人口落户城镇意愿#;17;六亿舜尧2012;四川;等承包[允悲][允悲];2023-01-30 00:25:49;1;0.0285485450737445;1;0;男;等承包[允悲][允悲];-0.10526315789473684;-2.0;-0.4
李爷无为;河南;0;10;41;115;发改委等多部门：鼓励支持有条件有意愿的搬迁群众进城落户充分尊重搬迁人口落户城镇意愿那个，很多人说此举是“掏”老百姓口袋里的钱，其实我感觉吧，有政策支持，总比没政策支持好得多。恕我直言，现在农村人还真有很多想在城市里买房子的，回老家农村问问就知道，在地市小县城买房的可多。所以，政策支持有条件有意愿的搬迁群众进城落户，那也挺好的。怎么说呢？你没有政策，一样有很多人去买，能给老百姓优惠点、便利点，总比没有强。;#鼓励支持有条件有意愿的搬迁群众进城落户##充分尊重搬迁人口落户城镇意愿#;941;戚继光是抗倭名将;北京;很多攒了钱的农村人是很希望进城解决子女以后的教育问题，古有孟母三迁;2023-01-29 22:31:00;8;0.0285485450737445;0;0;男;很多攒了钱的农村人是很希望进城解决子女以后的教育问题，古有孟母三迁;0.06666666666666667;1.0;0.058823529411764705
李爷无为;河南;0;10;41;115;发改委等多部门：鼓励支持有条件有意愿的搬迁群众进城落户充分尊重搬迁人口落户城镇意愿那个，很多人说此举是“掏”老百姓口袋里的钱，其实我感觉吧，有政策支持，总比没政策支持好得多。恕我直言，现在农村人还真有很多想在城市里买房子的，回老家农村问问就知道，在地市小县城买房的可多。所以，政策支持有条件有意愿的搬迁群众进城落户，那也挺好的。怎么说呢？你没有政策，一样有很多人去买，能给老百姓优惠点、便利点，总比没有强。;#鼓励支持有条件有意愿的搬迁群众进城落户##充分尊重搬迁人口落户城镇意愿#;198;RAMYZHANG2018;四川;要撅根了，就差把棺材板里的抬起来…;2023-01-29 23:46:24;5;0.0285485450737445;0;0;男;要撅根了，就差把棺材板里的抬起来…;-0.05263157894736842;-1.0;-0.1
李爷无为;河南;0;10;41;115;发改委等多部门：鼓励支持有条件有意愿的搬迁群众进城落户充分尊重搬迁人口落户城镇意愿那个，很多人说此举是“掏”老百姓口袋里的钱，其实我感觉吧，有政策支持，总比没政策支持好得多。恕我直言，现在农村人还真有很多想在城市里买房子的，回老家农村问问就知道，在地市小县城买房的可多。所以，政策支持有条件有意愿的搬迁群众进城落户，那也挺好的。怎么说呢？你没有政策，一样有很多人去买，能给老百姓优惠点、便利点，总比没有强。;#鼓励支持有条件有意愿的搬迁群众进城落户##充分尊重搬迁人口落户城镇意愿#;57;西出钰门斩妖除魔;四川;房子总不能总是空着;2023-01-29 23:26:38;2;0.0285485450737445;0;0;女;房子总不能总是空着;0.0;0.0;0.0
李爷无为;河南;0;10;41;115;发改委等多部门：鼓励支持有条件有意愿的搬迁群众进城落户充分尊重搬迁人口落户城镇意愿那个，很多人说此举是“掏”老百姓口袋里的钱，其实我感觉吧，有政策支持，总比没政策支持好得多。恕我直言，现在农村人还真有很多想在城市里买房子的，回老家农村问问就知道，在地市小县城买房的可多。所以，政策支持有条件有意愿的搬迁群众进城落户，那也挺好的。怎么说呢？你没有政策，一样有很多人去买，能给老百姓优惠点、便利点，总比没有强。;#鼓励支持有条件有意愿的搬迁群众进城落户##充分尊重搬迁人口落户城镇意愿#;14;几度_BBer;北京;看来农用地流通交易又要重提了，还有屁民的宅基地。;2023-01-30 02:26:31;4;0.0285485450737445;0;0;女;看来农用地流通交易又要重提了，还有屁民的宅基地。;0.0;0.0;0.0
