发布者;IP属地;帖子账号粉丝数;转发数;评论数;点赞数;文本;话题;一级账号粉丝数;用户名;评论属地;评论内容;评论时间;评论点赞数;主题相似度;标记
蜗牛驮着大肥象;福建;0;0;3;15;如果发现排放不符合标准，我们将采取军事行动来解决日本核污水排海问题？求证如果是真的，我绝对支持;;2;美狗食堂;其他;乌克兰都搞不定 还搞小日子，毛子的海军早就没落了[吃瓜][吃瓜];2023-09-01 16:36:33;0;0.0365370672827714;0
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;2646;共同富裕黄四郎;陕西;咋睡这么晚[允悲];2023-09-01 02:00:38;1;0.0429536878845413;0
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;2646;-西野呼啸鹰-;其他;问问你自己[吃瓜];2023-09-01 07:24:01;0;0.0429536878845413;1
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;169;呆兔兔麻麻;上海;支持大毛[赞];2023-09-01 08:19:44;4;0.0429536878845413;0
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;69060;壶途禅心;黑龙江;来一颗氢弹，都给它们气化了，解决问题[给力];2023-09-01 06:52:12;5;0.0429536878845413;0
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;626;璟雅627;安徽;大毛就是好样的;2023-09-01 05:48:25;3;0.0429536878845413;0
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;426;江南北国浪子;河南;中国跟上啊！抄作业不敢抄？;2023-09-01 07:40:51;7;0.0429536878845413;0
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;426;时间到了你去哪了;湖北;谴责;2023-09-05 01:34:54;0;0.0429536878845413;1
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;426;SSJ只求一份安定;新疆;正在研究[允悲][允悲][允悲];2023-09-04 06:17:41;0;0.0429536878845413;1
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;10;年四级考试倒计时;新疆;大毛的意思是目前没有对日本动武的原因是日本排放核污水是妥当的[哈哈];2023-09-01 08:40:07;3;0.0429536878845413;0
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;111;Fursichsein_;其他;警告而已，不是宣战。标题党[doge];2023-09-01 01:36:37;1;0.0429536878845413;0
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;410;jerry972010;广东;瞎吹;2023-09-01 07:07:57;1;0.0429536878845413;0
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;67;Felinae_王小賤;宁夏;是不是真的哟;2023-09-01 15:28:53;0;0.0429536878845413;0
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;204;日月侍郎;广东;支持气化;2023-09-01 10:01:47;0;0.0429536878845413;0
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;1;刘无忌学长;其他;好样的！来个大伊万！中国这不得跟上？;2023-09-01 08:15:58;0;0.0429536878845413;0
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;6;红岛屿海;广东;一把子支持[赞];2023-09-01 08:15:30;1;0.0429536878845413;0
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;29;蜷花zZ;江苏;，;2023-09-05 12:29:56;0;0.0429536878845413;0
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;33;温柔禹兮共存;浙江;尊嘟假嘟[doge];2023-09-01 21:17:03;0;0.0429536878845413;0
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;10;每天被微博创死;北京;核污水不是废水;2023-09-01 01:37:00;5;0.0429536878845413;0
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;10;Teacher-Hu;陕西;日本水;2023-09-01 06:30:26;1;0.0429536878845413;1
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;10;每天被微博创死;北京;词条有问题;2023-09-01 01:37:13;0;0.0429536878845413;1
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;204;thajungz;广东;这娘们我咋越看越顺眼呢？[嘻嘻];2023-09-01 02:31:49;2;0.0429536878845413;0
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;11;shuiguoxihuan;陕西;支持！！！;2023-09-03 22:18:28;0;0.0429536878845413;0
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;38;3蓅雲;四川;真的假的？;2023-09-01 08:04:40;0;0.0429536878845413;0
-西野呼啸鹰-;四川;0;18;29;205;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力日本核废水西野呼啸鹰的微博视频;#日本核废水#-西野呼啸鹰-的微博视频;950;名字不宜取太长;重庆;来个大伊万[费解];2023-09-01 01:33:12;0;0.0429536878845413;0
津门李哥;天津;0;3;3;20;英国小伙谴责日本排放核污水事件，西方媒体集体失声津门李哥的微博视频;津门李哥的微博视频;501529;雄师哥镜头;陕西;双重标准。;2023-09-01 07:50:11;0;0.0225472793765595;0
津门李哥;天津;0;3;3;20;英国小伙谴责日本排放核污水事件，西方媒体集体失声津门李哥的微博视频;津门李哥的微博视频;707;艾泽拉斯旧梦;北京;这小伙儿，有格局;2023-09-01 09:54:33;0;0.0225472793765595;0
津门李哥;天津;0;3;3;20;英国小伙谴责日本排放核污水事件，西方媒体集体失声津门李哥的微博视频;津门李哥的微博视频;0;黑皮火男;北京;唉，日本太帅;2023-09-01 01:21:35;0;0.0225472793765595;0
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;99;茂陵怀古;上海;棒子老百姓比总统有骨气;2023-09-01 05:07:23;50;0.0281873654433566;0
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;393;壹拾贰灬;其他;李在明已经宣布无限期绝食抗议了;2023-09-01 01:02:38;22;0.0281873654433566;0
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;393;江山可移;广西;绝食没用，不如起来斗争;2023-09-02 20:15:45;1;0.0281873654433566;1
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;393;壹拾贰灬;其他;回复@沫然回首的赛末点:当年台湾太阳花运动，最后就是绝食逼马英九放弃了服贸;2023-09-01 12:16:09;0;0.0281873654433566;1
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;393;崔德贤同志CPC1921;其他;回复@茶海小浪:2027年，韩国总统五年一选;2023-09-01 09:00:08;0;0.0281873654433566;1
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;393;茶海小浪;福建;[doge]这样2028他就是大桶勇;2023-09-01 08:36:11;0;0.0281873654433566;1
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;393;神奇一吻86;其他;皿煮嘛，你们可以不满，但我不会改，能奈我何[笑cry];2023-09-01 06:45:21;0;0.0281873654433566;1
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;393;沫然回首的赛末点;山东;作秀吧，看能不能饿死[允悲];2023-09-01 06:30:56;0;0.0281873654433566;1
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;3;提交2011;其他;[喵喵]这个时候，“风靡全球”的韩流明星们就不出来“影响全球”了;2023-09-01 03:28:16;26;0.0281873654433566;0
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;658;真李小刀;河北;韩国人这种精神说实在的，还是值得佩服的！很明显就像泡菜一样！坚持入味儿！[作揖];2023-09-01 07:12:07;10;0.0281873654433566;0
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;449;被吉他弹的小潘;江苏;总统不还是他们自己选出来的？//@茂陵怀古:棒子老百姓比总统有骨气;2023-09-01 06:43:14;4;0.0281873654433566;0
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;30;supernetking001;广东;按照香港统计法，这里起码两三百万人了[doge];2023-09-01 08:01:37;4;0.0281873654433566;0
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;2366;SexyPotato;海外;扮尹狗的那个不怕被打吗[允悲];2023-09-01 06:43:03;3;0.0281873654433566;0
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;198;光着膀子跳探戈008;陕西;韩国老百姓觉醒了[笑而不语];2023-09-01 05:53:46;2;0.0281873654433566;0
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;254;Charlotte_椰子;海外;没有本子核污染水的事，西八也365天都在抗议 中路 youyido 国会前面 每天都能见到各种抗议 还反过来说老中不自由;2023-09-01 15:19:05;0;0.0281873654433566;0
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;8;望月00O;其他;你们总统都支持，你们反对个锤子 [二哈][二哈][二哈];2023-09-01 20:42:33;0;0.0281873654433566;0
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;31;hfjghfh518;海南;可惜没用。他们的总统已经滑滑跪了。。。;2023-09-01 10:19:17;0;0.0281873654433566;0
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;466;买卖铜锣烧;北京;国家不行只能人民上街了，拿出当年弹劾朴槿惠的能耐来，弹劾换脸女老公;2023-09-01 09:18:57;0;0.0281873654433566;0
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;88;爱德杜門卡逊;广东;韩国的上单男枪在哪呢？[doge];2023-09-01 08:49:10;3;0.0281873654433566;0
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;280;自由分界点;河北;没办法，韩国棒子自己眼瞎选了个二逼总统。现在后悔也晚了;2023-09-01 08:18:58;1;0.0281873654433566;0
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;97;寡人有钱;山东;日抗夜抗能抗死尹乎？[doge]夺了鸟位吧！！！！;2023-09-01 07:58:26;2;0.0281873654433566;0
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;117;-言末-;河北;别光抗议啊，你们也可以学学用一下安倍切，改良一个尹锡悦切嘛[doge];2023-09-01 06:58:30;2;0.0281873654433566;0
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;1523;新一茬韭菜在茁壮成长;辽宁;还不是自己选的总统么;2023-09-01 06:56:43;1;0.0281873654433566;0
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;4;东玉公;其他;这个总统是个间谍吧;2023-09-01 13:26:30;0;0.0281873654433566;0
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;652;茶海小浪;福建;尹锡悦也快入狱了[doge];2023-09-01 08:35:43;1;0.0281873654433566;0
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;198;o左文右武o;山东;这有个屁用！韩日zheng府和利益集团又试不着疼！这么多人都去挤dui棒子guo有yin行去！看看那会是个什么效果什么局面！[摊手][doge][二哈];2023-09-01 01:39:42;4;0.0281873654433566;0
上帝之鹰_5zn;福建;0;18;34;558;韩国，数万民众街头抗议日本排放核污水上帝之鹰的微博视频;上帝之鹰_5zn的微博视频;198;霏盈book;天津;有助于让西方民众知道日本核污水排海;2023-09-01 06:07:13;1;0.0281873654433566;1
桂哥猎手VIP777;海南;0;0;3;9;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力（来源：东昌府区融媒体中心）桂哥猎手的微博视频;桂哥猎手VIP777的微博视频;32;无法无笑;云南;除了吹，口嗨还能干啥？有种打啊！！不打是孙子！！！;2023-09-01 16:29:40;0;0.018284300218007;0
桂哥猎手VIP777;海南;0;0;3;9;这就是战斗民族俄罗斯直接宣战日本警告其继续排放核污水，将不排除动用武力（来源：东昌府区融媒体中心）桂哥猎手的微博视频;桂哥猎手VIP777的微博视频;118;WLSbWqsb;江苏;俄罗斯再给小日本一个核弹;2023-09-01 13:36:38;0;0.018284300218007;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;63;雨季吹过的风;湖北;把日本海鲜卖美国就好，要不提供给日本学校当食材;2023-09-01 00:51:02;722;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;63;李木子LL0601;其他;美国换个包装转手就卖给中国！;2023-09-02 23:16:20;1;0.0347316499910573;1
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;63;羽翼未全又何谈展翅;陕西;你这就过分了，怎么能让学校独享呢，你给幼儿园也分一点。;2023-09-02 18:43:26;0;0.0347316499910573;1
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;63;rain2192016;四川;日本就把所有核污水瓶装打包，免费送给美国韩国和欧洲这些认为没问题的国家，大家就都满意，皆大欢喜，不就完美解决这个问题了;2023-09-02 15:29:33;0;0.0347316499910573;1
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;63;谁52898;其他;日本学校本来就吃的本地海鲜;2023-09-01 19:33:34;0;0.0347316499910573;1
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;63;遨游时间的拉克西丝;其他;美国精得很，早就不进口了[doge];2023-09-01 10:25:40;1;0.0347316499910573;1
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;63;玉面达摩2011;陕西;想什么呢！最后这些海鲜指不定还是在你我的餐桌上;2023-09-01 09:09:54;0;0.0347316499910573;1
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;63;handuckling;上海;美国早就禁了，如果解禁，估计也是想转手卖中国[允悲];2023-09-01 08:26:56;16;0.0347316499910573;1
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;63;沈威_45947_402;台湾;它们美国早就禁了日本海鲜;2023-09-01 08:18:56;24;0.0347316499910573;1
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;63;合欢丶丶丶;江西;回复@FILIOLI:不会影响到他们北海道渔场的，就是为了打击中国;2023-09-01 08:04:38;0;0.0347316499910573;1
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;63;FILIOLI;上海;回复@合欢丶丶丶:严重的一定是日本自己[挖鼻];2023-09-01 07:49:58;0;0.0347316499910573;1
